text,predicted_label
makasih sesuai pesan,Positive
good sesuai deskripsi cepat pakai grab,Positive
lengkap banget lengkap banget,Positive
rekomendedddddd buuuangeedddd,Positive
barang sesuai pesan,Positive
mkasih barang sdh smpai,Negative
rekomended rekomended,Positive
sellernya cepat belanja malam pagi kirim,Positive
kirim cepat respon jual oke banget,Positive
terimakasih layan muas,Positive
respons cepat kirim top recommended,Positive
barang cpt trmkasih,Positive
barang bagus sesuai display,Positive
kirim super cepat barang baguss top banget,Positive
barang bagus seller fast respone,Positive
barang oke packing kirim cepat,Positive
sip deh suka banget,Positive
bagus cepat puas pokok,Positive
barang oke packing,Positive
barang kecewa,Positive
produk cepat packaging muas,Positive
cepet banget nyampenya barang mantepp,Positive
barang selamat,Positive
barang bagus berkualita harga murah,Positive
kondisi barang mulus sesuai deskripsi,Positive
respon cepat packing muas,Positive
cepet banget ngirimnya,Positive
jam bagus sya suka,Positive
terimakasih barang,Positive
barang terimakasih,Positive
barang terima cepat bnget dikirimx,Positive
barang terima,Positive
makasih jam,Positive
barang sesuai pesan,Positive
packing rapi packing rapi,Positive
makasih barang terima,Positive
barang sampe selamat,Positive
barang sesuai harga,Positive
terima bagus,Positive
packing bagus rapi,Positive
mantap recomended seller,Positive
recommmennnddeeeddd sellleerrr,Negative
sesuai harap eazy adjust sukses,Positive
barang sesuai deskripsi foto iklan good recommended seller,Positive
produk sesuai deskripsi packing rapih layan cepat trully recommended seller,Positive
puas bget service kirim cepat respon sgt cepat terima kasih biden sukses usaha,Positive
pngiriman cepat slh seller sngt responsif,Positive
ssuai gambar admin responsif mantab deh,Positive
barang bagus packagingnya rapih sukses kaa,Positive
produk ssuai gambar kak,Positive
seller respon ramah packaging rapi,Positive
jam kreeeennn kak kirim cepat rapih respon admin ramah top,Positive
thanks barang udh terima packingg rapi udh ituu pake bubble warp tebel dalemm moga awett,Positive
barang sesuai pesan,Positive
barang kondisi mulus tnp ccat,Positive
cool watch ever makasih kak,Positive
makasih kak jam keren moga awet,Positive
super keren kirim cepat packaging rapih sipp,Positive
respon jual cepat barang bagus harga sesuai sip,Positive
barang sudh terima dlam lbh ekspetasi tks,Positive
tdk cacat packaging bagus rapi salut,Positive
puass banget pake banget,Positive
sorry telat komen barang bagus nyaman pakai,Positive
keren seller recomended,Positive
sesuai deskripsi good,Positive
sipp kak kakak suka jam thank you fashion watch home best seller,Positive
mohon maaf lambat reviewnya kak kualitas bagus kak kirim cepat,Positive
mantab jam kak suka skali,Positive
sorrry review kak jam rekomended banget deh good,Positive
barang ssuai deskripsi kualitas,Positive
maaf bru komen kak overall okee pake banget top deh,Positive
maaf telat banget review far keren jam desain simple elegant cocok nih,Positive
design simple kualitas deskripsi sesuai gambar,Positive
cool kak makasih biden jam keren simple,Positive
best seller good product puas terimakasih,Positive
sesuai dgan deskripsi top recomended,Positive
mantab barang sesuai gambar mudah awet,Positive
keren jam recommended banget deh,Positive
nice look thanks lot,Positive
jam keren banget suka sekaleee recommended,Positive
jam kak brg kualitas harga murah nih,Positive
sippp bang rim cepat skali packaging rapih bintang,Positive
jam keren kak designnya simple elegan bintang,Positive
puas kak moga tahan,Positive
mantab nih jam suka skali,Positive
deskripsi sesuai gmbr cacat skali overall bagus,Positive
maaf bru review kak jujur suka skali jam harga murah kyk jam mahal lgi best seller mah,Positive
brg smpai slamat sukak sekaliii,Positive
makasih kak produk ssuai gmbr tdk cacat sdikitpun,Positive
barang mulus cacat sdkitpun kirim cepat respon ramah penuh tanggung best seller,Positive
mantab kak brg terima dpt koleksi bru nih,Positive
good kak sukses sllu tokped,Positive
lumayan kak dpt koleksi bru moga2 tahan,Positive
harga produk jangkau barang kualitas banget thanks tokped,Positive
kemas bagus rapi brgnya kualitas top seller,Positive
terima kasih kak brgnya mulus bagus keren kak,Positive
cakep jam brgnya skilas kelas hargany jangkau,Positive
kirim cepat barang kualitas harga jangkau,Positive
keren kak produk ssuai deskripsi kirim cepat skali servis kurir ramah,Positive
harga jangkau barang kualitas lgi top deh,Positive
top markotop produk keren banget kirim cepat,Positive
puas produk sesuai deskripsi,Positive
top respon sikap jual cepat kirim packagingnya rapi barang kualitas,Positive
cocok sbgai koleksi jam tampil sesuai dgn gambar simple elegan,Positive
barang sdh smpe slamat packaging rapi thanks,Positive
keren jam thank you tokped,Positive
kirim cepat rekomendasi produk,Positive
goood suka skali,Positive
rapi skali bintang bwt seller,Positive
barang darat packing rapi barang mulus top deh,Positive
respon cepat barang kecewa,Positive
thank you tokped brgnya bgs bangeet top,Positive
jam kado suka skali terima kasih tokped,Positive
mantep pokok,Positive
produk lumayan kecewa banding harga,Negative
aspek dri order terima produk savage,Positive
barang smpe kirim cepat kmaren siang pesan trus besok smpe makasih,Positive
senang dpt jam terimakasih seller,Positive
thanks brgnya udh smpe kualitas bagus,Positive
terima kualitas oke jam tgan mahal,Positive
top deh hadiah suami suka skali brgnya karna mewah elegan,Positive
moga2 tahan yaaa,Positive
mantab suka barang thanks,Positive
suami suka jam terima kasih biden good,Positive
sumpah jam tgn keren milik skg barang ssuai gambar salut deh,Positive
kirim cepat skali layan muas,Positive
barang ssuai gambar bintang,Positive
barang sdh terima dgn makasih,Positive
puas skali stelah barang smpe packaging rapi delivery oke,Positive
barang ssuai deskripsi layan muas makasih biden watch,Positive
puassss dehh seller mantab pokok,Positive
bintang bwt seller responsif pngiriman cepat kurir ramah,Positive
barang muas suka bgt jam keren makasih biden watch,Positive
makasih brgnya smpe selamat paking rapi muas kasi bintang bwt seller,Positive
lumayan koleksi arloji tampil keren,Positive
scara tampil keren yah moga2 tahan,Negative
klihatan mevvah cool abis,Positive
brgnya sipp pake jalan2 nongkrong kerenn,Positive
barang udh smpe peking rapi brg kualitas makasih,Positive
lumayan harga jangkau arloji elegan sukses truss biden watch,Positive
proses cepat packing rapih kirim mantap boss terima kasih boss barang terima muas,Positive
barang sesuai makasih,Positive
kualitas oke cepat smpenya,Positive
barang smpe bos elegant,Positive
kayak jam mahal mantab,Positive
thank bos barang sampe kualitas good,Positive
smoga tahan,Negative
sukses biden barang muas skali,Positive
packagingnya barang bagus,Positive
love cepet smpe,Positive
barang mulus kirim cepat top deh,Positive
liat jam murah kualitas bagus,Positive
barang cepat skali smpe salut deh,Positive
josss kirim cepat kualitas oke terima kasih seller,Positive
pokok mantab poll,Positive
barang sesuai gambar kirim cepat joss,Positive
terima kasih barang bagus smoga awet yah,Positive
responsif banget bintang,Positive
jam bintang harga kaki,Positive
recommended deh puas,Positive
puass deh pake jam,Positive
respon jual cepat arloji keren abis,Positive
tampil elegan cocok bgt bwt gua,Positive
mantab bener deh barang kirim cepat tampil sesuai gambar,Positive
sampe nih barang bagus jam terima kasih,Positive
terima kasih barang terima respons cepat kirim cepat sesuai gambar,Positive
barang cepat cepat direspon jual,Positive
kirim cepat barang bagus dgn harga segitu,Positive
kemas produk rapih jam keren kirim cepat thank,Positive
jam sesuai gambar bagus banget cepet nyampeknya,Positive
barang bagus recommended terima kasih,Positive
mantap barang sesuai pesan recommended seller,Positive
makasih mantab kaya jam mahal murah,Positive
recommended poll top mah,Positive
puass kasi bintang,Positive
cool cocok ramah sellernya,Positive
tampil mevvah deh cocok bwt koleksi,Positive
thanks barang sampe kualitas bagus kyk jam mahal,Positive
sipp deh pokoknyaaaa mantab,Positive
kualitas top puasss bangett,Positive
keren gambar sesuai,Positive
seller tanggung cepat responsif,Positive
harga worth deh sukak,Negative
harga produk respon jual sdh trima kasih,Positive
bagus banget respons cepat terimakasih,Positive
sip makas terima barang,Negative
keren jam kirim cepat makasih,Positive
barang terima kondisi kualitas bagus keren recommended product terimakasih,Positive
kemas rapih agan jual ramah terima kasih,Positive
salut toko respon cepat,Positive
sesuai pesan mantab bos,Positive
cocok koleksi mantaaabbbbbb,Positive
bwt mantab,Positive
top markotopp kerennn,Positive
packaging rapi kereeeen deh pokok,Positive
mantap sesuai deskripsi,Positive
terima sesuai pesan,Positive
barang terima sesuai spek exellent service,Positive
good barang sukses,Positive
jam oke blm tes celup air,Negative
suka banget terimakasih,Positive
istimewa cocok acara,Positive
puas banget jam bagus fungsi normal top deh,Positive
mantap bgt kirim cpt barang sesuai gambar top bgt,Positive
barang sesuai gambar elegan harga kantong,Positive
barang sesuai deskripsi mantap rekomended thanks tokopedia,Positive
jam bagus sesuai foto harga murah jam keren kaya jam mahal,Positive
kualitas layan terima kasih,Positive
barang sesuai deskripsi kondisi user manual best seller,Positive
packing rapih barang bagus top pokok ngecewain,Positive
terima kasih barang sampe bagus sesuai pesan,Positive
trims barang sdh terima sesuai pesan,Positive
barang bagus cepat,Positive
barang dgn kondisi selamat sesuai pesan,Positive
muas terima kasih,Positive
bagus cepat real mantap moga awet,Positive
kirim cepat mantap,Positive
sesuai gambar oke keren,Positive
barang sampe bagus sesuai pesan,Positive
proses cepet bgt brngnya sesuai iklan mantap recommended seller thnks,Positive
thank barang,Positive
barang bagus sesuai gambar respons jual cepat,Positive
oke cakepp barang sampaidgn selamat,Positive
barang cepat muas mantap,Positive
layan oke barang bagus,Positive
barang udh sya trima dng baek respon cepat moga bsa lbh baek,Positive
warna sesuai produk bagus kirim cepat terima kasih sukses,Positive
barang kirim cepat,Positive
barang bagus jamin recommended dech,Positive
packing rapi barang mulus maknyus jual ramah recommended seller pokok,Positive
barang sesuai gambar,Positive
barang bagus sesuai pesan kirim cepat terimakasih gjm,Positive
barang terimakasih,Positive
barang peking bagus good lagu,Positive
fast respon kirim cepat,Positive
barang sdh sampe kondisi bagus terimakasih,Positive
barang sesuai foto suka,Positive
kirim lambat produk sesuai gambar,Negative
jam fungsi matot,Negative
sesuai dgn deskripsi suka bilang bagus,Positive
lumayan sukses maju,Positive
kaca jam lepas tanggung jwb,Negative
good beliin ponakan ngambek,Positive
lumayan kado temennya anak2,Negative
barang sesuai pesan sesuai harga,Positive
barang dipacking rapih moga awet terima kasih,Positive
keren bgt jam keren bgt jam,Positive
suka banget bintang perfect,Positive
barang lumayan bagus moga awet,Negative
barang top markotop sesuai harga kirim cakep deh thanks,Positive
bagus kokkkk bagus sesuai harga,Positive
jam buagussss sesuai gambar harga murah murah cocok dipake kirim cepat terima kasih,Positive
jam bagus harga murah moga awet tahan sukses slalu,Positive
good quality good quality,Positive
jam bagus banget makasih biden kapok dehbeli jam,Positive
bgus barang gede tpi aph2 kecilin,Positive
blnja diseller muas jam cntik sya suka layan,Positive
mantap kirim cepat packing bagus barang sesuai dgn gambar thx lot biden,Positive
sumpahh gengs keren banget harga kualitas banget harga murah kualitas oke keren banget langgang,Positive
kirim cepat kmrn jam sesuai pic kualitas sesuai harga makasih yah,Positive
terima kasih barang mudah2an awet,Positive
puas dgn produk mulus cacat dikadoin,Positive
darat selamat packing tingkat maturnuwun,Positive
mantap bngt kirim josssss gandos,Positive
mantuuul gaaaan darat selamat moga awet,Positive
kirim barang sesuai expectasi moga berkah,Positive
oke langgan suka alhamdulillah yaaa smoga jdi langgan,Positive
poko ragu beli barang kualitas mantul,Positive
mantappp,Positive
terimah kasih jam bagus harga segituh pkknya sukaa,Positive
jam baguss sya suka,Positive
jam bagus,Positive
keren saudara suka mahal,Positive
banget sayang jam pinta kaka,Positive
barang oke model beda bentuk jarum sesuai gambar tombol jam fungsi bonus battery kirim cepat minggu siang senin sore barang lumayan bagus jam dgn harga segitu bener2 water resistant mudah2an jam awet,Positive
biru indah tampil bagus,Positive
barang sesuai dgn gambar keren asli cool bgt packing rapi susah kurir ramah pokok recomended bgt barang,Positive
kualitas fungsi jamin percaya,Positive
jam berat dri jam kamren ilang masjid blok square kaga air barang cepet sampe respon oke bgt jam klik beli jam sampe mantap bgt thanx thanx bukalapak smoga sukses,Positive
barang packing rapih respon cepat terimakasih,Positive
susuai gambar deskripsi krono fungsi okkk kalo begituuu,Positive
bagus keren ganteng,Positive
barang bagus harga manteb miring,Positive
barang sesuai pesan cepat makasih,Positive
chat barang bagus sesuai pesan,Positive
indah kelas produk berat padat,Positive
sesuai foto pokoknyaaaaaaaaaaaaaaaaa,Positive
oke sesuai pesan proses telat mlakukan pembyaran tgl dgn ongkir tpi tgl smpe lepas smua its oke,Positive
barang sesuai harga deskripsi layan sesuai bintang,Positive
barang sesuai pesan pokok terimakasih,Positive
barang oke sesuai pesan recomended seller deh,Positive
sesuai next bosssssss,Positive
bagus puasa cepat kirim,Positive
bagus jam favorit,Positive
barang sesuai mantaappss rekomendid seller,Positive
suka hadiah,Positive
barang bagus sesuai gambar baguusss topppp,Positive
barang terima kondisi trima kasih,Positive
cinta jam cocok pakai,Positive
jam hebat wajah cantik,Positive
